date,stock_name,predict
2021/10/29,TSLA,1109.348416
2021/11/1,TSLA,1161.826254
2021/11/2,TSLA,1131.704086
2021/11/3,TSLA,1181.038847
2021/11/4,TSLA,1175.829069
2021/11/5,TSLA,1227.804706
2021/11/8,TSLA,1184.525275
2021/11/9,TSLA,1092.744301
2021/11/10,TSLA,1110.350694
2021/11/11,TSLA,1105.808507
2021/11/12,TSLA,1037.406353
2021/11/15,TSLA,1043.087403
2021/11/16,TSLA,1056.091795
2021/11/17,TSLA,1085.971378
2021/11/18,TSLA,1085.251913
2021/11/19,TSLA,1124.782738
2021/11/22,TSLA,1140.785238
2021/11/23,TSLA,1105.304025
2021/11/24,TSLA,1116.719026
2021/11/26,TSLA,1087.438697
2021/11/29,TSLA,1121.976277
2021/11/30,TSLA,1126.22818
2021/12/1,TSLA,1093.349355
2021/12/2,TSLA,1090.529345
2021/12/3,TSLA,1037.677339
2021/12/6,TSLA,1018.235698
2021/12/7,TSLA,1046.242669
2021/12/8,TSLA,1059.632026
2021/12/9,TSLA,1011.793158
2021/12/10,TSLA,1016.113655
2021/10/29,AAPL,152.7676668
2021/11/1,AAPL,151.0581137
2021/11/2,AAPL,152.5935389
2021/11/3,AAPL,151.2677629
2021/11/4,AAPL,150.2934564
2021/11/5,AAPL,153.1051438
2021/11/8,AAPL,151.3320702
2021/11/9,AAPL,151.4302762
2021/11/10,AAPL,148.156676
2021/11/11,AAPL,147.3180708
2021/11/12,AAPL,150.6259251
2021/11/15,AAPL,149.9911725
2021/11/16,AAPL,150.9490013
2021/11/17,AAPL,150.2514008
2021/11/18,AAPL,153.340728
2021/11/19,AAPL,161.2780151
2021/11/22,AAPL,160.8606171
2021/11/23,AAPL,161.3251876
2021/11/24,AAPL,159.8490794
2021/11/26,AAPL,155.9025322
2021/11/29,AAPL,160.617992
2021/11/30,AAPL,162.4837348
2021/12/1,AAPL,162.9723256
2021/12/2,AAPL,161.6043436
2021/12/3,AAPL,158.376128
2021/12/6,AAPL,165.6776024
2021/12/7,AAPL,169.3746419
2021/12/8,AAPL,170.4698192
2021/12/9,AAPL,170.9704188
2021/12/10,AAPL,170.0021519
2021/10/29,KO,56.00215617
2021/11/1,KO,56.32873458
2021/11/2,KO,55.82873777
2021/11/3,KO,56.07318603
2021/11/4,KO,56.30672337
2021/11/5,KO,56.43005237
2021/11/8,KO,56.81597205
2021/11/9,KO,56.24804873
2021/11/10,KO,56.59552447
2021/11/11,KO,56.56570421
2021/11/12,KO,56.37536219
2021/11/15,KO,57.09542247
2021/11/16,KO,56.13555755
2021/11/17,KO,56.08674848
2021/11/18,KO,55.69676694
2021/11/19,KO,54.97083775
2021/11/22,KO,55.93586368
2021/11/23,KO,55.56893096
2021/11/24,KO,55.39739678
2021/11/26,KO,53.84192958
2021/11/29,KO,53.55536647
2021/11/30,KO,53.10208984
2021/12/1,KO,52.51228561
2021/12/2,KO,53.34370182
2021/12/3,KO,53.1776468
2021/12/6,KO,54.0073548
2021/12/7,KO,55.00321743
2021/12/8,KO,54.45809952
2021/12/9,KO,54.41211132
2021/12/10,KO,55.33182789
2021/10/29,NVDA,250.6137223
2021/11/1,NVDA,252.4397435
2021/11/2,NVDA,258.8923878
2021/11/3,NVDA,258.9778485
2021/11/4,NVDA,276.5984063
2021/11/5,NVDA,290.9457023
2021/11/8,NVDA,300.3430407
2021/11/9,NVDA,304.0727715
2021/11/10,NVDA,295.6765355
2021/11/11,NVDA,303.2286882
2021/11/12,NVDA,296.7430783
2021/11/15,NVDA,299.0107759
2021/11/16,NVDA,304.7804674
2021/11/17,NVDA,296.7479961
2021/11/18,NVDA,312.5699662
2021/11/19,NVDA,320.9823963
2021/11/22,NVDA,312.9028684
2021/11/23,NVDA,318.5935794
2021/11/24,NVDA,324.7891683
2021/11/26,NVDA,316.7035599
2021/11/29,NVDA,322.9304124
2021/11/30,NVDA,320.5143643
2021/12/1,NVDA,315.673134
2021/12/2,NVDA,319.9123517
2021/12/3,NVDA,309.9801699
2021/12/6,NVDA,299.2986355
2021/12/7,NVDA,316.0384174
2021/12/8,NVDA,315.0628528
2021/12/9,NVDA,308.0983487
2021/12/10,NVDA,303.654292
2021/10/29,PFE,43.79858351
2021/11/1,PFE,43.41876679
2021/11/2,PFE,45.16362583
2021/11/3,PFE,44.25936769
2021/11/4,PFE,43.41345438
2021/11/5,PFE,47.1107546
2021/11/8,PFE,46.95621898
2021/11/9,PFE,46.66095433
2021/11/10,PFE,46.99564838
2021/11/11,PFE,48.14207102
2021/11/12,PFE,49.86194444
2021/11/15,PFE,50.31240906
2021/11/16,PFE,50.63082198
2021/11/17,PFE,51.24103414
2021/11/18,PFE,50.94245472
2021/11/19,PFE,51.17987972
2021/11/22,PFE,51.57755514
2021/11/23,PFE,51.66136907
2021/11/24,PFE,51.34783782
2021/11/26,PFE,53.18081817
2021/11/29,PFE,53.47959771
2021/11/30,PFE,53.79312621
2021/12/1,PFE,54.98103789
2021/12/2,PFE,53.61065464
2021/12/3,PFE,53.78803923
2021/12/6,PFE,53.02992282
2021/12/7,PFE,52.3515262
2021/12/8,PFE,53.35151758
2021/12/9,PFE,52.99860882
2021/12/10,PFE,52.78473952
